title,originallink,link,description,pubDate
회덕다목적체육센터 내달 운영 돌입,https://www.ggilbo.com/news/articleView.html?idxno=1152749,https://www.ggilbo.com/news/articleView.html?idxno=1152749,"내부에는 탁구장, 당구장, 게이트볼장 등 선호도가 높은 실내 체육시설이 마련돼 다양한 연령층이 <b>날씨</b>와 관계없이 쾌적하게 이용할 수 있다. 회덕다목적체육센터는 내달 시범 운영에 돌입해 2개월간 운영 과정에서... ","Tue, 14 Apr 2026 18:56:00 +0900"
"감성 '하트시그널5' vs'매운맛 '돌싱N모솔'…'극과극' 연프, 한날한시 맞...",https://www.spotvnews.co.kr/news/articleView.html?idxno=810280,https://m.entertain.naver.com/article/477/0000603279,"첫 데이트에서는 추운 <b>날씨</b>에 장소를 검색하는 돌싱녀 옆에서 주머니에 손을 넣고 구경만 하는 모솔남의 모습이 포착돼 MC들의 분노를 산다. 잔잔한 설렘을 담은 감성의 '하트시그널5'냐, 극과 극이 만나 터지는 매운맛... ","Tue, 14 Apr 2026 18:55:00 +0900"
제45회 청웅면민의 날 화합 한마당 큰잔치 개최,http://www.domin.co.kr/news/articleView.html?idxno=1552166,http://www.domin.co.kr/news/articleView.html?idxno=1552166,"청웅면 지역발전협의회가 주관한 이날 행사는 화창한 <b>날씨</b> 속에 윷놀이, 제기차기, 팔씨름 등의 민속경기와 식전공연과 노래자랑 등 다채로운 행사가 이어져 모든 면민이 더욱 즐기는 한마당 잔치가 마련됐다. 전원석... ","Tue, 14 Apr 2026 18:55:00 +0900"
"[해보니] 넷마블 '일곱 개의 대죄: 오리진', 자 포획은 이제 시작이야",http://www.sisafocus.co.kr/news/articleView.html?idxno=358715,http://www.sisafocus.co.kr/news/articleView.html?idxno=358715,"ⓒ일곱 개의 대죄: 오리진 앱 캡쳐 일부 몬스터는 포획 저항이 높을 뿐만 아니라 특정 시간이나 특정 <b>날씨</b> 등의 조건을 만족해야 등장하는 경우도 있다. 해당 몬스터를 잡으려면 재로그인 신공 등을 통해 조우한 후, 여러... ","Tue, 14 Apr 2026 18:54:00 +0900"
신고 줄었지만 현장출동 늘어…전북 119 '대응 부담 여전',http://www.domin.co.kr/news/articleView.html?idxno=1552250,http://www.domin.co.kr/news/articleView.html?idxno=1552250,"지난해 3월과 같은 고온·건조 <b>날씨</b>가 장기간 이어지지 않았고, 올해는 두 차례 강수와 기온 변동이 이어지면서 봄철 화재 확산 여건이 다소 완화된 영향으로 분석된다. 반면 구조 출동은 4,434건으로 전년(4,216건)... ","Tue, 14 Apr 2026 18:54:00 +0900"
"아이유♥변우석, 키스신 얼마나 많길래…&quot;셀 수 없이 찍어, 코가 촉촉해...",https://www.xportsnews.com/article/2136525,https://m.entertain.naver.com/article/311/0001998921,"아이유는 &quot;그때 <b>날씨</b>가 굉장히 더웠다&quot;며 &quot;뽀송한 느낌이 나야 하는 장면이었는데, 저희는 두꺼운 옷을 입고 있었다&quot;고 설명했다. 이에 변우석은 &quot;얘기해도 되냐&quot;며 &quot;뽀뽀를 하면 볼에 코가 닿는데, 둘 다 코가 촉촉했다&quot;고... ","Tue, 14 Apr 2026 18:54:00 +0900"
&quot;미리 물 뿌려 산불 예방&quot;… 김천소방서 '예비주수의 날' 운영,https://www.hidomin.com/news/articleView.html?idxno=701415,https://www.hidomin.com/news/articleView.html?idxno=701415,김천소방서가 봄철 건조한 <b>날씨</b>로 산불 발생 위험이 높아짐에 따라 산불 예방을 위한 '예비주수의 날'을 오는 19일까지 운영한다. '예비주수의 날'은 산불 위험이 증가하는 봄철을 맞아 산림 인접 민가와 주요 시설물에 사전... ,"Tue, 14 Apr 2026 18:54:00 +0900"
충청지역 당분간 포근,https://www.ccdn.co.kr/news/articleView.html?idxno=1073518,https://www.ccdn.co.kr/news/articleView.html?idxno=1073518,충청지역은 당분간 맑고 포근한 <b>날씨</b>가 이어지겠다. 기상청은 &quot;당분간 기온은 평년(최고 18~20도)보다... 기상청 관계자는 &quot;맑은 <b>날씨</b>가 이어지면서 대기가 건조해 작은 불씨가 큰 불로 번질 수 있으니 산불 및 각종... ,"Tue, 14 Apr 2026 18:54:00 +0900"
“늦게 와도 먼저 입장” 日맛집 줄서기 꿀팁 등장…‘이것’ 알고 가세...,https://www.seoul.co.kr/news/international/japan/2026/04/14/20260414500063?wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003635305?sid=104,가격은 각 식당의 혼잡 상황이나 <b>날씨</b> 등에 따라 변동돼 시간대에 따라서는 패스트패스의 가격이 음식값의 몇 배에 달하기도 한다. 패스트패스 매출은 스이스이와 식당이 반반씩 나눠 갖는 구조다. 이 서비스를... ,"Tue, 14 Apr 2026 18:50:00 +0900"
[시의 향기] 캄파눌라,https://www.joongboo.com/news/articleView.html?idxno=363722766,https://www.joongboo.com/news/articleView.html?idxno=363722766,빛나는 <b>날씨</b>가 흐린 날 흐르고 구르다 튀는 빗방울 변주곡 신나고 신랄하게 두드려요 천사여 비는 낮은델 거침없이 때리고 내일을 무마하고 돌아서면 묻어버리죠 스스로 무색해지는 무명의 내레이션 비에게는... ,"Tue, 14 Apr 2026 18:50:00 +0900"
내일 낮 서울 26도 '초여름 더위'…내륙 중심 15도 안팎 큰 일교차,https://www.news1.kr/society/environment/6136416,https://n.news.naver.com/mnews/article/421/0008889545?sid=101,황덕현 기후환경전문기자 = 수요일인 15일은 전국적으로 낮 기온이 25도 안팎까지 오르며 초여름에 가까운 따뜻한 <b>날씨</b>가 이어지겠다. 다만 아침에는 10도 안팎으로 떨어져 내륙을 중심으로 낮과 밤의 기온 차가... ,"Tue, 14 Apr 2026 18:30:00 +0900"
수요일 낮 27도 '초여름 더위'…낮·밤 15도 안팎 큰 일교차[내일<b>날씨</b>],https://www.dailian.co.kr/news/view/1633551/?sc=Naver,https://n.news.naver.com/mnews/article/119/0003080594?sid=103,수요일인 15일은 전국 대부분 지역에서 초여름 수준의 따뜻한 <b>날씨</b>가 이어지겠다. 내륙을 중심으로 낮... 비가 그친 뒤에는 다시 맑은 <b>날씨</b>를 회복할 전망이다. 미세먼지 농도는 대기 확산이 원활해 전국 대부분... ,"Tue, 14 Apr 2026 18:29:00 +0900"
광화문 광장에서 서울시민 ‘무가치한’ 일에 도전한 까닭은?,https://www.nongmin.com/article/20260414500464,https://n.news.naver.com/mnews/article/662/0000092975?sid=103,27℃가 넘는 더운 <b>날씨</b>에 그늘까지 없어 오랫동안 부동자세를 유지하게 어려웠지만 시종 진지한 모습을 유지했다. 참가자에겐 마사지·물·부채질·기권을 요청할 수 있는 기회를 줬다. 한 참가자는 “너무 더워서 못... ,"Tue, 14 Apr 2026 18:24:00 +0900"
"양양군, 현남면 주민 숙원 ‘실내 게이트볼장’ 건립공사 이달 착공",https://www.pressian.com/pages/articles/2026041417214659519?utm_source=naver&utm_medium=search,https://n.news.naver.com/mnews/article/002/0002437321?sid=102,"양양군은 현남면 창리 39번지 일원(현남 생활체육공원 내) 부지를 활용해, <b>날씨</b>와 관계없이 상시 이용이 가능한 ‘현남면 실내 게이트볼장’ 건립 공사를 이달 착공한다. 이번 사업은 지난 2023년도 하수처리장 증설 공사... ","Tue, 14 Apr 2026 18:24:00 +0900"
"테일러메이드 어패럴, 환절기 라운드 특성에 맞춘 '노바 라이트 자켓' 출...",http://www.consumernews.co.kr/news/articleView.html?idxno=754065,http://www.consumernews.co.kr/news/articleView.html?idxno=754065,테일러메이드 어패럴 관계자는 &quot;노바 라이트 자켓은 <b>날씨</b> 변화가 많은 봄 필드에서 퍼포먼스를 유지할 수 있도록 설계된 제품&quot;이라고 말했다. 한편 한성에프아이는 그간 쌓아온 의류 제작 노하우를 바탕으로 고기능성... ,"Tue, 14 Apr 2026 18:24:00 +0900"
“치료제 없는데…” 감염병 옮기는 ‘참진드기’ 주의보 [이슈픽],https://news.kbs.co.kr/news/pc/view/view.do?ncd=8535521&ref=A,https://n.news.naver.com/mnews/article/056/0012162078?sid=102,"때 이른 초여름 <b>날씨</b> 속에 지자체들이 선제적으로 방역에 나서고 있는데요, 해충 발생 시기가 앞당겨질 수 있어, 감염병 발생 위험을 미리 막기 위해서입니다. 특히 농사일과 나들이가 많아지는 이맘때, 주의해야 할 게... ","Tue, 14 Apr 2026 18:21:00 +0900"
포항 호미반도 유채꽃 막바지… 20일부터 메밀 파종,https://www.hidomin.com/news/articleView.html?idxno=701366,https://www.hidomin.com/news/articleView.html?idxno=701366,"궂은 <b>날씨</b>로 일부 일정이 조정됐음에도 불구하고 많은 방문객이 찾으며 성황을 이뤘다. 첫날은 야외 행사가 취소돼 실내 프로그램 위주로 진행됐고, 둘째 날에는 화창한 <b>날씨</b> 속에 다양한 공연과 체험프로그램이... ","Tue, 14 Apr 2026 18:18:00 +0900"
전북소방 '119 신고 11만 80건' 접수,http://www.breaknews.com/1200227,http://www.breaknews.com/1200227,화재 출동 감소는 이례적인 고온ㆍ건조 <b>날씨</b>가 장기간 이어지지 않았고 올해 3월 두 차례 강수와 계절 초입의 기온 변동이 복합적으로 작용해 봄철 화재 확산... ,"Tue, 14 Apr 2026 18:18:00 +0900"
2026년 합천 야로면민 건강걷기대회 성료,http://www.gndomin.com/news/articleView.html?idxno=472280,http://www.gndomin.com/news/articleView.html?idxno=472280,이에 서원호 야로면장은 &quot;전날 내린 비로 오늘 <b>날씨</b>가 더욱 맑아져 야로면의 아름다운 풍경을 감상하며 면민들과 함께 걸을 수 있어 기쁜 날이다&quot;며 &quot;행사를 주관 해주신 야로면체육회에 감사드린다&quot;고 말했다. 이어... ,"Tue, 14 Apr 2026 18:13:00 +0900"
"&quot;노을이 물들자, 남해군 서면 전체가 하나가 됐다&quot;",http://www.gndomin.com/news/articleView.html?idxno=472351,http://www.gndomin.com/news/articleView.html?idxno=472351,"◆하늘도 축하한 날, 빈자리 없는 축제 이날 서면의 <b>날씨</b>는 마치 행사를 축하하듯 더할 나위 없이 화창했다. 평소 강한 바람으로 유명한 서면이지만, 이날만큼은 바람조차 잠잠히 축제의 흥을 돋워줬다. 방문객들은 행사... ","Tue, 14 Apr 2026 18:13:00 +0900"
'동풍 영향' 서쪽 중심 '초여름 낮 더위' 당분간 이어져,https://www.nocutnews.co.kr/news/6502326?utm_source=naver&utm_medium=article&utm_campaign=20260414061206,https://n.news.naver.com/mnews/article/079/0004136759?sid=103,"선선한 <b>날씨</b>를 보였습니다. 특히 오늘 서울의 한낮 기온이 28도까지 올라서 또다시 올 들어 가장 높은 기온을 기록했는데요, 당분간 서쪽지역으로는 25도 안팎의 초여름 <b>날씨</b>가 좀 더 지속되겠고, 그만큼 일교차도 크게... ","Tue, 14 Apr 2026 18:13:00 +0900"
"합천 청덕면, 관내 초등학교 통합 총동창회 열려",http://www.gndomin.com/news/articleView.html?idxno=472286,http://www.gndomin.com/news/articleView.html?idxno=472286,"봄철 건조한 <b>날씨</b> 속 부주의로 인한 산불 발생 위험이 높은 만큼, 아궁이 사용 시 불씨 관리나 영농부산물 소각 등 산림연접지 주변에서의 화기 취급에 각별히 유의해 줄 것을 안내하며 고향의 푸른 산림 지키기에 동참을... ","Tue, 14 Apr 2026 18:13:00 +0900"
분홍빛 구름 바다…비슬산 참꽃문화제 17일 개막,https://news.skbroadband.com/news/articleView.html?idxno=224279,https://news.skbroadband.com/news/articleView.html?idxno=224279,이달 들어 따뜻한 <b>날씨</b>가 이어진 덕분에 비슬산 참꽃은 작년보다 일찍 꽃망울을 터트리며 절정을 향해 달려가고 있습니다. [스탠드업] 천혜열 / rac@sk.com &quot;비슬산 정상부의 참꽃 개화율은 50% 정도를 보이고 있습니다.... ,"Tue, 14 Apr 2026 18:12:00 +0900"
함양 서상면 '남덕유산 대축제' 성황,http://www.gndomin.com/news/articleView.html?idxno=472269,http://www.gndomin.com/news/articleView.html?idxno=472269,▲ '제3회 남덕유산 대축제'가 화창한 봄 <b>날씨</b>와 만개한 벚꽃 속에 성황리에 마무리됐다. /함양군 함양군 서상면 서상중학교 일원에서 지난 11일부터 12일까지 열린 '제3회 남덕유산 대축제'가 화창한 봄 <b>날씨</b>와 만개한 벚꽃... ,"Tue, 14 Apr 2026 18:12:00 +0900"
"“이제 장난 그만치자” 5연패에 선수단 모은 이숭용 감독, 왜 팬들에게...",http://www.osen.co.kr/article/G1112781332,https://m.sports.naver.com/kbaseball/article/109/0005514360,그동안 너무 잘하려고 해서 부담감이 컸다고 한다. 오늘은 <b>날씨</b>도 따뜻하고 마음도 편안해졌으니까 좋은 투구를 하지 않을까 싶다. 오늘은 최대한 긍정적으로 생각하겠다&quot;며 타케다의 호투를 기대했다.,"Tue, 14 Apr 2026 18:11:00 +0900"
흐린 <b>날씨</b> 이어져‥ 강한 바람 주의,https://www.usmbc.co.kr/NewsArticle/835123,https://www.usmbc.co.kr/NewsArticle/835123,내일은 흐린 <b>날씨</b>를 보이다 오후부터 점차 맑아지겠고 기온은 12도에서 18도의 분포가 예상됩니다. 한편 오늘 오후부터 다소 강한 바람이 불 것으로 예보돼 시설물 관리와 안전사고에 주의가 필요합니다.,"Tue, 14 Apr 2026 18:10:00 +0900"
"SSG 타케다, 두산전서 '5연패 탈출'의 기회 잡을까",https://www.ppss.kr/news/articleView.html?idxno=292855,https://www.ppss.kr/news/articleView.html?idxno=292855,"또한, &quot;오늘 좋은 <b>날씨</b>에 등판하니 좋은 퍼포먼스가 나올 것&quot;이라고 덧붙였다. 감독은 &quot;시즌 초반이라 아직 선발진의 안정성은 시간이 필요하다&quot;고 언급하며, 수비에서의 신경 쓰임이 선발진에 긍정적인 영향을 미칠 수... ","Tue, 14 Apr 2026 18:09:00 +0900"
"평택 꽃나들이 축제… 튤립·유채꽃 물결, 봄 활짝",https://news.skbroadband.com/news/articleView.html?idxno=224263,https://news.skbroadband.com/news/articleView.html?idxno=224263,"완연한 봄 <b>날씨</b> 속에 평택이 꽃물결로 물들었습니다. 오성면 숙성리 농업생태원에는 수십만 송이의 튤립과... [박화자 / 평택시 칠원동] &quot;오늘 <b>날씨</b>도 너무 좋고, 딸이 사진 찍자고 튤립꽃 많이 폈다고 해서 왔는데 너무... ","Tue, 14 Apr 2026 18:08:00 +0900"
"올해 장마 시작과 종료 시점 언제냐고?…기상청 오늘자 '작심 발표', 전...",https://www.wikitree.co.kr/articles/1131525,https://www.wikitree.co.kr/articles/1131525,기압계 정보를 정확히 전달하는 것이 국가 공식 기관으로서 더 책임 있는 역할이라 판단한 결과다. SNS에 떠도는 장마 시작일보다 기상청 '<b>날씨</b>알리미' 앱이나 단기 예보를 수시로 확인하는 것이 실질적으로 안전하다.,"Tue, 14 Apr 2026 18:04:00 +0900"
'밸붕몬' 배제로 재미 잡은 포켓몬 챔피언스,https://www.gamemeca.com/mv.php?inflow=naver&gid=1774016,https://n.news.naver.com/mnews/article/356/0000081651?sid=004,"<b>날씨</b>나 기상 변화가 남은 턴을 쉽게 확인할 수 있고, 4배 약점도 알려주는 등 배틀 진입 장벽을 위해 많은 노력을 쏟았다. 특히 UI에서 분명한 개선점이 보인다. 부족한 도구와 포켓몬 수 역시 이런 진입 장벽의 측면에서는... ","Tue, 14 Apr 2026 18:02:00 +0900"
15일 수요일 내륙은 덥고 남해안은 비,https://www.thereport.co.kr/news/articleView.html?idxno=86691,https://www.thereport.co.kr/news/articleView.html?idxno=86691,15일 전국 대부분 지역에 평년 기온을 10도 이상 웃도는 이례적인 초여름 <b>날씨</b>가 이어지겠다. 고기압의 영향권에 놓이며 전국이 대체로 맑겠으나 남쪽 해상을 지나는 저기압의 영향으로 제주도와 전남 남해안... ,"Tue, 14 Apr 2026 18:02:00 +0900"
"“겨울 성수기보다 더 잘 팔려”…에이블리, 3월 쇼핑몰 거래액 ‘역대...",https://economist.co.kr/article/view/ecn202604140041,https://n.news.naver.com/mnews/article/243/0000096345?sid=101,에이블리는 “올해 봄 평년 대비 빠른 개화와 갑작스러운 꽃샘추위 등 유독 변덕스러운 <b>날씨</b>가 이어졌다”며 “에이블리를 통해 계절과 취향에 맞는 상품을 정확히 추천받고 빠르게 구매할 수 있어 쇼핑 만족도가... ,"Tue, 14 Apr 2026 18:01:00 +0900"
“아직 4월 중순이라고요!”…수요일(15일) 낮 최고 27℃ ‘초여름 <b>날씨</b>...,https://www.nongmin.com/article/20260414500263,https://n.news.naver.com/mnews/article/662/0000092969?sid=103,"15일(수)은 전국이 대체로 흐리다가 오전부터 점차 맑아지겠다. 제주는 오전까지 곳에 따라 비가 내린 뒤 오후에는 구름이 많겠다. 기상청에 따르면 이날 아침 최저기온은 8~13℃, 낮 최고기온은 14~27℃로 예보됐다.... ","Tue, 14 Apr 2026 18:01:00 +0900"
[연합뉴스 이 시각 헤드라인] - 18:00,https://www.yna.co.kr/view/AKR20260414148700011?input=1195m,https://n.news.naver.com/mnews/article/001/0016021414?sid=102,전문보기: https://www.yna.co.kr/view/AKR20260414108200001 ■ 당분간 예년 수준 뛰어넘는 고온…오늘 경기 양주 낮 '29.9도' 기온이 예년 수준을 뛰어넘는 <b>날씨</b>는 수요일인 15일을 비롯해 당분간 유지될 전망이다. 14일도... ,"Tue, 14 Apr 2026 18:00:00 +0900"
[내일 <b>날씨</b>] 서울 25도·광주 27도 '초여름' 더위…제주·남부엔 봄비,https://www.mt.co.kr/society/2026/04/14/2026041417134920364,https://n.news.naver.com/mnews/article/008/0005344162?sid=102,"수요일인 내일(15일)은 전국 대부분 지역이 흐리다 차차 맑아지겠다. 14일 기상청은 다음 날 아침 최저기온을 8~13도, 낮 최고기온을 14~27도로 예보했다. 이는 평년(최저 3~10도·최고 16~21도)보다 높은 수준이다.... ","Tue, 14 Apr 2026 18:00:00 +0900"
